iter	MultiClass
255	1.41158366
256	1.410713251
257	1.409848428
258	1.408993928
259	1.40824666
260	1.407487366
261	1.40667106
262	1.405858584
263	1.405029499
264	1.404309519
265	1.403454846
266	1.402609799
267	1.401799483
268	1.401075107
269	1.400252975
270	1.39946077
271	1.398632549
272	1.397932802
273	1.397286341
274	1.39661258
275	1.396044375
276	1.395260317
277	1.394459006
278	1.393702701
279	1.392976147
280	1.392283986
281	1.391631788
282	1.390971066
283	1.390219403
284	1.389533104
285	1.388867061
286	1.388124928
287	1.387397143
288	1.386650795
289	1.386002032
290	1.38529932
291	1.384700288
292	1.384090062
293	1.383409292
294	1.382770151
295	1.382207597
296	1.381586838
297	1.38091517
298	1.380326155
299	1.379764453
300	1.379034413
301	1.37837066
302	1.377798491
303	1.377125781
304	1.376535044
305	1.375955212
306	1.375300388
307	1.374730685
308	1.374054699
309	1.373438525
310	1.372794687
311	1.372151624
312	1.371500525
313	1.370868401
314	1.370241762
315	1.369674344
316	1.3691093
317	1.368483087
318	1.367856671
319	1.367273538
320	1.366676129
321	1.366164303
322	1.365650893
323	1.365090138
324	1.364559031
325	1.364090671
326	1.363632049
327	1.363087206
328	1.362497628
329	1.361949451
330	1.361419437
331	1.360826534
332	1.360243644
333	1.359692814
334	1.359102089
335	1.358545715
336	1.357995874
337	1.357401183
338	1.356900918
339	1.35641893
340	1.355826939
341	1.355301212
342	1.354755266
343	1.354330302
344	1.353772876
345	1.353275805
346	1.352736575
347	1.352356916
348	1.35188323
349	1.3513871
350	1.350829141
351	1.350300265
352	1.349874938
353	1.349407246
354	1.348958805
355	1.348412593
356	1.347893248
357	1.347397702
358	1.34689042
359	1.346453023
360	1.345969799
361	1.345542674
362	1.34509034
363	1.344591076
364	1.344106916
365	1.343608264
366	1.343163758
367	1.34273962
368	1.342219892
369	1.341742808
370	1.341285734
371	1.340920914
372	1.340468295
373	1.339948897
374	1.339529766
375	1.339091216
376	1.338678648
377	1.338213895
378	1.33776422
379	1.337304367
380	1.336902113
381	1.336478068
382	1.336022915
383	1.335573769
384	1.335120341
385	1.334652677
386	1.33424818
387	1.333951429
388	1.333596479
389	1.333291454
390	1.33285393
391	1.332419697
392	1.331992676
393	1.331572785
394	1.331162837
395	1.330730074
396	1.330313639
397	1.330035017
398	1.329741709
399	1.329327988
400	1.328939604
401	1.328528705
402	1.328221131
403	1.327872352
404	1.327544549
405	1.327144016
406	1.326761041
407	1.32641575
408	1.326118137
409	1.325815711
410	1.325415416
411	1.325040614
412	1.324674738
413	1.324254081
414	1.323892462
415	1.323611525
416	1.3233386
417	1.323006691
418	1.322636204
419	1.322278099
420	1.321955792
421	1.321557008
422	1.321215235
423	1.320874275
424	1.320564869
425	1.320227386
426	1.319876977
427	1.319491385
428	1.319205421
429	1.318927052
430	1.318596368
431	1.318290057
432	1.317997735
433	1.317642248
434	1.317280378
435	1.316955723
436	1.316595959
437	1.316274283
438	1.31593068
439	1.315626797
440	1.315266064
441	1.314878652
442	1.314621484
443	1.314357276
444	1.314129494
445	1.313836219
446	1.313496378
447	1.313194061
448	1.312854088
449	1.312521926
450	1.312208636
451	1.311993077
452	1.311670075
453	1.311343684
454	1.311035464
455	1.310761665
456	1.31043441
457	1.310139528
458	1.309759678
459	1.309438966
460	1.309108938
461	1.308802145
462	1.308531606
463	1.308271562
464	1.30798021
465	1.307675203
466	1.307356499
467	1.307088794
468	1.306731602
469	1.306392334
470	1.306112164
471	1.305847225
472	1.305663134
473	1.305377858
474	1.305184064
475	1.304948548
476	1.304634287
477	1.304347252
478	1.304054191
479	1.303841722
480	1.30354338
481	1.303240127
482	1.30301196
483	1.302724596
484	1.302522738
485	1.302217614
486	1.301894561
487	1.301687489
488	1.301385818
489	1.301202277
490	1.300874741
491	1.300661031
492	1.300425932
493	1.300171281
494	1.299963348
495	1.299610629
496	1.299318615
497	1.299013082
498	1.298820572
499	1.298590084
500	1.298313118
501	1.298058574
502	1.297753642
503	1.29745934
504	1.297183238
505	1.296956111
506	1.296738687
507	1.29643624
508	1.296168415
509	1.295935905
510	1.295720558
511	1.295456284
512	1.295265599
513	1.29500346
514	1.294722929
515	1.29451212
516	1.294351356
517	1.294142062
518	1.293938429
519	1.293714218
520	1.293520822
521	1.293260916
522	1.293004539
523	1.292808315
524	1.292559146
525	1.29233888
526	1.292103215
527	1.291869091
528	1.29164917
529	1.291404607
530	1.291227531
531	1.29100536
532	1.290794291
533	1.290624336
534	1.290466473
535	1.290220535
536	1.290017508
537	1.289783292
538	1.289534633
539	1.289330319
540	1.289100741
541	1.288951765
542	1.288756186
543	1.288525588
544	1.288325734
545	1.288091113
546	1.287928597
547	1.287710433
548	1.287515965
549	1.287260832
550	1.28704299
551	1.286849906
552	1.286635787
553	1.286465688
554	1.286260474
555	1.286060527
556	1.285859572
557	1.285619036
558	1.285423454
559	1.285224144
560	1.285013122
561	1.284810727
562	1.284632118
563	1.284432261
564	1.284282817
565	1.284129288
566	1.283926461
567	1.283746166
568	1.283572897
569	1.283370813
570	1.283133643
571	1.282914354
572	1.282727261
573	1.28247888
574	1.282321029
575	1.282124084
576	1.28191589
577	1.281709744
578	1.281526039
579	1.281366887
580	1.281180651
581	1.280936228
582	1.280821002
583	1.280598494
584	1.280412876
585	1.280245299
586	1.280062033
587	1.279879045
588	1.279726369
589	1.279551387
590	1.279380492
591	1.279218561
592	1.279028876
593	1.278824051
594	1.278651161
595	1.278468885
596	1.278315719
597	1.278145985
598	1.277945204
599	1.277761548
600	1.277581838
601	1.277406169
602	1.277210254
603	1.27707626
604	1.276920748
605	1.276754129
606	1.27661754
607	1.276452962
608	1.276293499
609	1.276188283
610	1.276020236
611	1.275871713
612	1.275724932
613	1.275601956
614	1.275453977
615	1.2753163
616	1.27519315
617	1.275043165
618	1.274899513
619	1.274678237
620	1.274551771
621	1.274417166
622	1.2742603
623	1.27409022
624	1.273930851
625	1.273741712
626	1.273577048
627	1.273454193
628	1.273336027
629	1.273197511
630	1.273019429
631	1.27283638
632	1.272712497
633	1.272617759
634	1.272531292
635	1.272359633
636	1.272196355
637	1.272007483
638	1.271870664
639	1.271748972
640	1.271588384
641	1.271441345
642	1.271238461
643	1.271108998
644	1.270920167
645	1.270815324
646	1.270680908
647	1.270587351
648	1.270460473
649	1.270352817
650	1.270183144
651	1.270031818
652	1.269884889
653	1.269700438
654	1.269572723
655	1.269442979
656	1.269294677
657	1.269167379
658	1.269012118
659	1.268918228
660	1.268748542
661	1.268583331
662	1.268502715
663	1.268297667
664	1.268173108
665	1.267996511
666	1.26782119
667	1.267679328
668	1.267546991
669	1.267399237
670	1.267245948
671	1.267079834
672	1.266954852
673	1.266872233
674	1.266751013
675	1.266628138
676	1.266521383
677	1.266364986
678	1.266240619
679	1.266060426
680	1.265900794
681	1.265751207
682	1.265557295
683	1.265415627
684	1.265294829
685	1.265262887
686	1.26516771
687	1.265057464
688	1.264949755
689	1.264809755
690	1.264659977
691	1.26456425
692	1.264421212
693	1.264343394
694	1.264256333
695	1.26411931
696	1.263973112
697	1.263817721
698	1.263644883
699	1.26350228
700	1.263367204
701	1.26323513
702	1.263121375
703	1.262953408
704	1.262818647
705	1.262706109
706	1.262575783
707	1.262461693
708	1.262287885
709	1.262167776
710	1.262087632
711	1.261976855
712	1.261834864
713	1.261708402
714	1.261600138
715	1.261482158
716	1.261398906
717	1.261224262
718	1.261095344
719	1.260952956
720	1.260841211
721	1.260697737
722	1.260593788
723	1.260421826
724	1.260343685
725	1.26015501
726	1.260045934
727	1.259920108
728	1.259783754
729	1.259639937
730	1.25950384
731	1.259389009
732	1.259312854
733	1.259212811
734	1.259111232
735	1.259027728
736	1.258891009
737	1.258803708
738	1.258677377
739	1.258556728
740	1.258472766
741	1.258315301
742	1.258147111
743	1.257987352
744	1.257864818
745	1.257739822
746	1.257589468
747	1.257465954
748	1.257399837
749	1.257275346
750	1.257149519
751	1.257088293
752	1.257067279
753	1.256988436
754	1.256838738
755	1.256756528
756	1.256624947
757	1.256552918
758	1.256480049
759	1.256357448
760	1.256227182
761	1.256108466
762	1.256010369
763	1.255876249
764	1.255753391
765	1.25566744
766	1.255548254
767	1.255388509
768	1.255294263
769	1.255167018
770	1.255013987
771	1.254943312
772	1.25484275
773	1.254722715
774	1.254602961
775	1.254516331
776	1.254354636
777	1.254267687
778	1.254140921
779	1.253996116
780	1.253879416
781	1.253753043
782	1.253614151
783	1.253508373
784	1.253417771
785	1.253299246
786	1.253187578
787	1.25305952
788	1.252990886
789	1.252854188
790	1.252760855
791	1.252655747
792	1.252522259
793	1.252386808
794	1.252259682
795	1.252159439
796	1.252062988
797	1.251998044
798	1.25191931
799	1.251823104
800	1.251706055
801	1.251577812
802	1.251482269
803	1.251385731
804	1.251312343
805	1.251218333
806	1.251098347
807	1.251002074
808	1.250921235
809	1.250804563
810	1.250720206
811	1.25064411
812	1.250540374
813	1.250453966
814	1.250363554
815	1.250287414
816	1.250221521
817	1.25009558
818	1.249992699
819	1.249846883
820	1.249736428
821	1.249674398
822	1.249561745
823	1.249504973
824	1.249409378
825	1.249314648
826	1.249187372
827	1.249112737
828	1.248984214
829	1.248842224
830	1.248731139
831	1.248601141
832	1.2484839
833	1.248387571
834	1.248300687
835	1.248221068
836	1.248138701
837	1.248055786
838	1.247942959
839	1.247846166
840	1.247765791
841	1.247626518
842	1.247516948
843	1.24743793
844	1.247342825
845	1.247257614
846	1.247167235
847	1.247094061
848	1.247021725
849	1.246901776
850	1.246745609
851	1.246626628
852	1.246539434
853	1.24646414
854	1.246298486
855	1.24622577
856	1.24609609
857	1.245992782
858	1.245903995
859	1.245745633
860	1.245635081
861	1.245545063
862	1.245419064
863	1.245295628
864	1.245227191
865	1.245136202
866	1.245072865
867	1.244992054
868	1.24489083
869	1.244830627
870	1.244747329
871	1.24465263
872	1.244557449
873	1.244483012
874	1.244400557
875	1.24431823
876	1.244206048
877	1.244100614
878	1.243959737
879	1.243831529
880	1.243738052
881	1.243608183
882	1.243519562
883	1.243415741
884	1.243319464
885	1.243234487
886	1.243162198
887	1.243076479
888	1.24296834
889	1.242884764
890	1.24276725
891	1.242677843
892	1.242617296
893	1.242479108
894	1.242332893
895	1.242238003
896	1.242167178
897	1.242076668
898	1.242007389
899	1.241927642
900	1.241831426
901	1.241713471
902	1.241651057
903	1.241573717
904	1.241484412
905	1.241369227
906	1.241274737
907	1.241203714
908	1.241097307
909	1.24099541
910	1.240941241
911	1.240806285
912	1.24069172
913	1.240608142
914	1.24049423
915	1.240355877
916	1.24026365
917	1.240126448
918	1.240000874
919	1.23990298
920	1.239798164
921	1.239724297
922	1.239658598
923	1.239512222
924	1.239405155
925	1.239314281
926	1.239209106
927	1.239106788
928	1.23901391
929	1.238899164
930	1.238823245
931	1.238734418
932	1.238671572
933	1.238587562
934	1.238507688
935	1.238376235
936	1.238286627
937	1.23814545
938	1.238045244
939	1.237984322
940	1.237880297
941	1.237757788
942	1.237630035
943	1.237517525
944	1.237411089
945	1.237277001
946	1.237191895
947	1.23712322
948	1.236993377
949	1.236921221
950	1.236766948
951	1.236654554
952	1.236576068
953	1.236493264
954	1.23638824
955	1.236311279
956	1.236226003
957	1.236176624
958	1.236078127
959	1.235957026
960	1.235872609
961	1.235751064
962	1.235654163
963	1.235551506
964	1.23545205
965	1.235379682
966	1.235230243
967	1.23515106
968	1.235053706
969	1.234979557
970	1.23488281
971	1.234766556
972	1.234673832
973	1.234584262
974	1.23450799
975	1.234411219
976	1.234299691
977	1.234192956
978	1.234127068
979	1.234036277
980	1.23397593
981	1.233877341
982	1.233761633
983	1.233673754
984	1.233546799
985	1.2334194
986	1.233303254
987	1.233201471
988	1.233097963
989	1.232962821
990	1.232868047
991	1.232751696
992	1.232664805
993	1.232569466
994	1.232480179
995	1.232393651
996	1.232303954
997	1.232244473
998	1.232163491
999	1.232119177
